,Species,Country.of.Origin,Aroma,Flavor,Aftertaste,Acidity,Sweetness
910,Arabica,Costa Rica,7.25,7.17,7.33,7.33,10
911,Arabica,Guatemala,7.67,7.58,7.17,7.42,10
912,Arabica,Nicaragua,7.5,7.42,7.33,7.33,10
913,Arabica,Honduras,7.5,7.5,7.33,7.42,10
914,Arabica,Guatemala,7.5,7.42,7.25,7.25,10
915,Arabica,Taiwan,7.42,7.33,7.08,7.58,7.33
916,Arabica,Myanmar,7.25,7.42,7.25,7.5,10
917,Arabica,Costa Rica,7.83,7.33,7.08,7.08,10
918,Arabica,Malawi,7.67,7.42,6.92,7.5,10
919,Arabica,Guatemala,7.5,7.42,7.17,7.58,10
920,Arabica,Taiwan,7.42,7.33,7.67,7.33,9.33
921,Arabica,Brazil,7.58,7.5,7.5,7.67,9.33
922,Arabica,Haiti,7.42,7.33,7.25,7.42,10
923,Arabica,Taiwan,7.5,7.42,7.25,7.25,10
924,Arabica,Mexico,7.33,7.33,7.17,7.42,10
925,Arabica,Mexico,7.58,7.42,7.25,7.42,10
926,Arabica,Mexico,7.42,7.25,7.17,7.42,10
927,Arabica,Mexico,7.33,7.5,7.33,7.33,10
928,Arabica,Mexico,7.42,7.42,7.33,7.17,10
929,Arabica,Mexico,7.5,7.5,7.25,7.5,10
930,Arabica,Indonesia,7.75,7.17,7.17,7.33,10
931,Arabica,Brazil,7.5,7.42,7.17,7.42,10
932,Arabica,Guatemala,7.33,7.5,7.33,7.42,10
933,Arabica,Colombia,7.42,7.42,7.17,7.42,10
934,Arabica,United States (Hawaii),7.33,7.33,7.33,7.5,10
935,Arabica,Mexico,7.58,7.33,7.08,7.33,10
936,Arabica,Guatemala,7.42,7.33,7.08,7.58,10
937,Arabica,Brazil,7.33,7.5,7.5,7.33,10
938,Arabica,Honduras,7.5,7.33,7.17,7.25,10
939,Arabica,Taiwan,7.17,7.08,7.08,10,0.12
940,Arabica,Malawi,7.58,7.17,7.33,7.42,10
941,Arabica,Brazil,7.25,7.5,7.42,7.17,10
942,Arabica,Guatemala,7.42,7.5,7.17,7.42,10
943,Arabica,Mexico,7.67,7.33,7.25,7.17,10
944,Arabica,Peru,7.42,7.42,7.17,7.33,10
945,Arabica,Guatemala,7.42,7.33,7.25,7.42,10
946,Arabica,Mexico,7.42,7.33,7.25,7.17,10
947,Arabica,Mexico,7.42,7.42,7.25,7.25,10
948,Arabica,Colombia,7.5,7.42,7.25,7.17,10
949,Arabica,Colombia,7.75,7.33,7.42,7,10
950,Arabica,United States (Hawaii),7.83,7,7,7.58,10
951,Arabica,Colombia,7.5,7.33,7.33,7.17,10
952,Arabica,Honduras,7.5,7.5,7,7.17,10
953,Arabica,Mexico,7.67,7.42,7,7.42,10
954,Arabica,Brazil,7.25,7.33,7.33,7.33,10
955,Arabica,Honduras,7.58,7.42,7.17,7.42,10
956,Arabica,Brazil,7.17,7.33,7.42,7.25,10
957,Arabica,Philippines,7.08,7.33,7.42,7.33,10
958,Arabica,Malawi,7.75,7.33,7.08,7.33,10
959,Arabica,Honduras,7.33,7.33,7.17,7.33,10
960,Arabica,Mexico,7.58,7.42,7.25,7.33,10
961,Arabica,Mexico,7.33,7.25,7.17,7.42,10
962,Arabica,Brazil,7.5,7.58,7.5,7.5,9.33
963,Arabica,Taiwan,7.83,7.75,7.67,7.83,10
964,Arabica,Brazil,7.17,7.42,7.17,7.08,10
965,Arabica,Nicaragua,7.08,7.5,7.33,7.17,10
966,Arabica,Honduras,7.42,7.17,7.17,7.5,10
967,Arabica,Guatemala,7.33,7.42,7.17,7.25,10
968,Arabica,"Tanzania, United Republic Of",7.33,7.17,7.17,7.5,10
969,Arabica,Taiwan,7.25,7.25,7.25,7.25,81.25
970,Arabica,Guatemala,7.5,7.33,7.5,7.58,10
971,Arabica,Mexico,7.42,7.42,7.33,7.33,10
972,Arabica,Nicaragua,7.33,7.5,7.17,7.17,10
973,Arabica,"Tanzania, United Republic Of",7.67,7.17,7.17,7.33,10
974,Arabica,Mexico,7.75,7.58,7.08,7.25,10
975,Arabica,Costa Rica,7.5,7.5,7.33,7.17,10
976,Arabica,Honduras,7.42,7.33,7,7.42,10
977,Arabica,Thailand,6.83,7.42,7.42,7.17,10
978,Arabica,Philippines,7.25,7.25,7.25,7.08,10
979,Arabica,"Tanzania, United Republic Of",7.58,7.17,7.17,7.33,10
980,Arabica,Malawi,7.58,7.25,7.33,7.08,10
981,Arabica,Costa Rica,7.33,7.08,7.33,7.25,10
982,Arabica,Brazil,7.42,7.42,7.17,7.42,10
983,Arabica,Mexico,7.42,7.25,7.08,7.75,10
984,Arabica,Guatemala,7.42,7.25,7.33,7.25,10
985,Arabica,Brazil,7.42,7.33,7.25,7.42,10
986,Arabica,United States (Hawaii),7.25,7.75,7.67,7.67,10
987,Arabica,Ethiopia,7.42,7.33,7.17,7.33,10
988,Arabica,Brazil,7.58,7.42,7.5,7.25,9.33
989,Arabica,Nicaragua,7.33,7.33,7.33,7.42,10
990,Arabica,United States,7.42,7.17,7.33,7.42,10
991,Arabica,"Tanzania, United Republic Of",7.42,7.33,7.33,7.25,10
992,Arabica,Costa Rica,7.42,7.25,7.17,7.25,10
993,Arabica,United States (Puerto Rico),7.67,7.75,7.67,7.58,10
994,Arabica,Mexico,7.25,7.42,7.33,7.33,10
995,Arabica,Mexico,7.33,7.25,7.33,7.42,10
996,Arabica,Mexico,7.33,7.33,7.25,7.42,10
997,Arabica,Mexico,7.42,7.33,7.25,7.42,10
998,Arabica,United States (Hawaii),7.42,7.42,7.25,7.58,10
999,Arabica,Brazil,7.25,7.25,7.17,7.5,10
1000,Arabica,El Salvador,7.42,7.08,7.08,7.33,10
1001,Arabica,Brazil,7.33,7.17,7.17,7.67,10
1002,Arabica,Guatemala,7.42,7.25,7.17,7.5,10
1003,Arabica,Colombia,7.67,7.5,7.42,5.25,10
1004,Arabica,Guatemala,7.5,7.25,7,7.25,10
1005,Arabica,Taiwan,7.25,7.17,7.17,7.25,10
1006,Arabica,Honduras,7.42,7.25,7.25,7.33,10
1007,Arabica,Brazil,7.67,7.75,7.83,7.75,10
1008,Arabica,"Tanzania, United Republic Of",7.33,7.33,7.08,7.42,10
1009,Arabica,Uganda,7.33,6.92,7.17,7.33,10
1010,Arabica,Taiwan,7.33,7.33,7.33,7.33,81
1011,Arabica,Thailand,7.33,7.42,7.25,7.42,10
1012,Arabica,Mexico,7.08,7.33,7.33,7.33,10
1013,Arabica,Mexico,7.58,7.67,7.5,7.67,10
1014,Arabica,Taiwan,7.25,7.33,7.33,7.25,80.92
1015,Arabica,Guatemala,7.67,7.67,7.33,7.58,9.33
1016,Arabica,Kenya,7.17,7.58,7.5,7.5,10
1017,Arabica,Mexico,7.5,7.33,7.17,7.42,10
1018,Arabica,Myanmar,7.17,7.42,7,7.58,10
1019,Arabica,United States (Hawaii),7.42,7.08,7.17,7.17,10
1020,Arabica,"Tanzania, United Republic Of",7.33,7.17,7.17,7.25,10
1021,Arabica,Brazil,7.25,7.33,7.25,7.25,10
1022,Arabica,Taiwan,7.92,7.67,7.33,7.08,10
1023,Arabica,Brazil,7.17,7.42,7.17,7.25,10
1024,Arabica,Nicaragua,7.33,7.08,7.25,7,10
1025,Arabica,Guatemala,7.58,7.42,6.92,7.5,10
1026,Arabica,Taiwan,7.25,7.25,10,10,0
1027,Arabica,Taiwan,7.25,7.17,7.08,7.08,10
1028,Arabica,Taiwan,7.25,7.25,7.25,7.25,80.92
1029,Arabica,Mexico,7.58,7.33,7.08,7.5,10
1030,Arabica,Thailand,7.67,7.58,7.33,7.33,10
1031,Arabica,Laos,7.42,7.33,7.17,7.17,10
1032,Arabica,Guatemala,7.67,7.25,7.08,7.33,10
1033,Arabica,Mexico,7.17,7.08,7.25,7.42,10
1034,Arabica,Mexico,7.33,7.25,7.33,7.33,10
1035,Arabica,Mexico,7.5,7.17,7.33,7.25,10
1036,Arabica,United States (Hawaii),7.42,7.33,7,7.25,10
1037,Arabica,Colombia,7.33,7.33,7,6.83,10
1038,Arabica,Brazil,7.17,7.25,7.08,7.17,10
1039,Arabica,Myanmar,6.92,7.5,7,7.58,10
1040,Arabica,Guatemala,7.5,7.33,7,7.42,10
1041,Arabica,Nicaragua,7.25,7.25,7.17,7.25,10
1042,Arabica,Honduras,7.5,7.33,7,7.42,10
1043,Arabica,Panama,7.25,7.33,7.17,7.33,10
1044,Arabica,Honduras,7.42,7.17,7.08,7.42,10
1045,Arabica,Honduras,7.25,7.33,7.08,7.5,10
1046,Arabica,Costa Rica,7.33,7.33,7.25,7.25,10
1047,Arabica,Mexico,7.58,7.33,7.42,7.25,10
1048,Arabica,Haiti,7.42,7,7.42,7.25,10
1049,Arabica,United States (Hawaii),7.08,7.33,7.17,7.25,10
1050,Arabica,Taiwan,7.08,7.08,7.08,7.42,7.33
1051,Arabica,Indonesia,7.58,7.42,7,7.67,10
1052,Arabica,Guatemala,7.67,7.42,6.83,7.17,10
1053,Arabica,Costa Rica,7.83,7.5,7.67,7.67,10
1054,Arabica,Malawi,7.5,7.25,7.17,7.17,10
1055,Arabica,Mexico,7.25,7.17,7.17,7.25,10
1056,Arabica,Colombia,7.67,7.5,7.42,7.67,6.67
1057,Arabica,Guatemala,7.67,7.17,7,7.5,10
1058,Arabica,Guatemala,7,7.33,7.5,7.33,10
1059,Arabica,Guatemala,7,7.5,7.33,7.17,10
1060,Arabica,Colombia,7.17,7.25,7.08,7.42,10
1061,Arabica,Brazil,7.33,7.25,7.33,7.08,10
1062,Arabica,Nicaragua,7.08,7.5,7,7.25,10
1063,Arabica,"Tanzania, United Republic Of",7.25,7.08,7.08,7.33,10
1064,Arabica,Brazil,7.42,7.25,7.33,7,10
1065,Arabica,Honduras,7.5,7.17,7,7.42,10
1066,Arabica,Guatemala,7.17,7.42,6.83,7.5,10
1067,Arabica,United States (Hawaii),7.42,7.58,7.5,7.92,9.33
1068,Arabica,Colombia,7.08,7.25,7,7.5,10
1069,Arabica,Taiwan,7.17,7.17,7.17,7.42,10
1070,Arabica,Guatemala,7.33,7.25,7.08,7.17,10
1071,Arabica,Honduras,7.58,7.33,7,7.17,10
1072,Arabica,Mauritius,7.25,7.25,7.17,7.17,10
1073,Arabica,Brazil,7.25,7.33,7.17,7.5,10
1074,Arabica,Myanmar,7.17,7.33,7.17,7.42,10
1075,Arabica,Guatemala,7.5,7.17,6.83,7.5,10
1076,Arabica,Brazil,7.42,7.42,7.08,7.33,10
1077,Arabica,United States (Hawaii),7.42,7.33,7.33,7.58,10
1078,Arabica,Guatemala,7.5,7.5,7,7.67,10
1079,Arabica,Mexico,7.25,7.25,7.08,7.33,10
1080,Arabica,Honduras,7.25,7.42,7,7.42,10
1081,Arabica,Taiwan,7.17,7.17,7.17,7.17,7
1082,Arabica,El Salvador,7.33,7.17,7.08,7.08,10
1083,Arabica,China,7.25,7.08,7.25,7.17,10
1084,Arabica,Taiwan,7.25,7.25,7.17,7.25,10
1085,Arabica,Mexico,6.92,7.17,7.08,7.5,10
1086,Arabica,Mexico,7.42,7.08,7.08,7.33,10
1087,Arabica,Burundi,7.08,7.25,7.17,7.33,10
1088,Arabica,"Tanzania, United Republic Of",7.25,7.17,7,7.25,10
1089,Arabica,"Tanzania, United Republic Of",7.25,7.17,7.25,7.25,10
1090,Arabica,Taiwan,7.25,7.25,7.08,7.25,10
1091,Arabica,Guatemala,7.33,7.33,6.83,7.5,10
1092,Arabica,Mexico,7.25,7.08,7.08,7.33,10
1093,Arabica,United States (Hawaii),7.17,7.5,6.92,7.33,10
1094,Arabica,Ethiopia,7.25,7.25,7.25,7.33,10
1095,Arabica,Brazil,7.17,7.33,7.42,7.08,10
1096,Arabica,Honduras,7.25,7.25,7,7,10
1097,Arabica,Mexico,7.25,7.17,7,7.33,10
1098,Arabica,Myanmar,8,7.08,7,7.33,10
1099,Arabica,Myanmar,7.42,7,7.08,7,10
1100,Arabica,Nicaragua,7.08,6.92,7,7.25,10
1101,Arabica,United States (Hawaii),7.5,7.08,7.67,7.67,9.33
1102,Arabica,Colombia,7.42,8,7.83,7.75,8.67
1103,Arabica,Taiwan,7.08,7.25,7.25,7.17,7
1104,Arabica,Guatemala,7,7.17,7.33,7.33,10
1105,Arabica,Mexico,7.58,7.33,7.17,7.25,10
1106,Arabica,Vietnam,7.42,7.25,7.25,7.58,10
1107,Arabica,Nicaragua,7.17,7.08,7.08,7.33,10
1108,Arabica,Honduras,7.25,7.25,7,7.17,10
1109,Arabica,Guatemala,7.33,7.33,7,7.17,10
1110,Arabica,Mexico,7.33,7.08,6.92,7.42,10
1111,Arabica,Mexico,7.58,7.42,7.33,7.5,10
1112,Arabica,Mexico,7.33,7.33,7.17,7.08,10
1113,Arabica,Guatemala,7.33,7.33,7,7.33,10
1114,Arabica,United States (Hawaii),7.58,7.5,7.33,7.33,9.33
1115,Arabica,Brazil,7.17,7.17,7,7.17,10
1116,Arabica,Taiwan,7.25,7.25,7.17,7,7
1117,Arabica,Nicaragua,7.25,7.17,6.92,7.25,10
1118,Arabica,Taiwan,7.08,7,10,10,0
1119,Arabica,Taiwan,7.25,7,7.25,7.08,80.08
1120,Arabica,Taiwan,7.25,7.08,7.17,7.08,80.08
1121,Arabica,Mexico,7.33,7.17,7.25,7.08,10
1122,Arabica,Mexico,7.25,7.08,7,7.17,10
1123,Arabica,Nicaragua,7.33,7.08,6.92,7.08,10
1124,Arabica,Myanmar,7.17,7.33,7,7.42,10
1125,Arabica,Mexico,7.58,7.75,7.42,7.5,10
1126,Arabica,Taiwan,7.25,7,7.25,7,80
1127,Arabica,Thailand,7.33,6.67,7.08,7.42,10
1128,Arabica,Mexico,7.25,7.25,7.08,7.17,10
1129,Arabica,Mexico,7.08,7.33,7,7.33,10
1130,Arabica,Ethiopia,7.42,7.42,7.5,7.92,8.67
1131,Arabica,Colombia,7.83,7.67,7.58,7.75,10
1132,Arabica,United States (Hawaii),7.5,7,7,6.92,10
1133,Arabica,Mexico,7.33,7.08,7.08,7.33,10
1134,Arabica,Mexico,7.17,7.17,6.92,7.25,10
1135,Arabica,Mexico,7.5,7.17,7,7.17,10
1136,Arabica,Mexico,7.17,7.08,7.08,7.08,10
1137,Arabica,Mexico,7.33,7.25,7,7.42,10
1138,Arabica,Mexico,7.17,7.33,7.08,7.58,10
1139,Arabica,United States (Hawaii),7.5,7.42,7.58,7.42,10
1140,Arabica,Kenya,7,7.08,7,7.17,10
1141,Arabica,Guatemala,7.33,7.25,6.92,7.33,10
1142,Arabica,Nicaragua,6.83,7.17,7.17,6.92,10
1143,Arabica,Mexico,7.17,7.08,7,7.25,10
1144,Arabica,United States (Hawaii),7.58,7.08,6.83,7.17,10
1145,Arabica,Guatemala,7.5,7.42,7.25,7.58,9.33
1146,Arabica,Taiwan,7.33,7.17,7.33,7.67,7.33
1147,Arabica,Taiwan,7.25,7,7.17,7.17,79.75
1148,Arabica,Thailand,7.25,7.08,6.92,7.5,10
1149,Arabica,Peru,7,7.08,7,7.25,10
1150,Arabica,Costa Rica,7.58,7.5,7.67,7.75,10
1151,Arabica,Mexico,7.58,7.08,7,7,10
1152,Arabica,Mexico,7.58,7.08,6.92,7.58,10
1153,Arabica,Mexico,7.25,7.08,7,7.17,10
1154,Arabica,Mexico,7.25,7.17,7.17,7.08,10
1155,Arabica,Mexico,7.33,7.25,7,7.08,10
1156,Arabica,Guatemala,7.58,7.33,7.5,7.33,9.33
1157,Arabica,Mexico,7.25,6.83,6.92,7.08,10
1158,Arabica,Guatemala,7.42,7.42,7.25,7.58,9.33
1159,Arabica,El Salvador,7.25,7.08,7,6.83,10
1160,Arabica,Thailand,6.92,7.17,6.83,7.42,10
1161,Arabica,Guatemala,7.5,7,6.83,7.08,10
1162,Arabica,Mexico,7.42,7.25,6.83,7.58,10
1163,Arabica,Mexico,7.33,7.17,7,6.75,10
1164,Arabica,Mexico,6.92,7.17,7.17,7.17,10
1165,Arabica,Thailand,7.17,7.17,7,7,10
1166,Arabica,Mexico,7.08,7,6.92,7.33,10
1167,Arabica,Mexico,7.25,6.92,6.92,7.33,10
1168,Arabica,Colombia,7.25,7.17,7,6.75,10
1169,Arabica,Guatemala,7.08,7,6.83,7.33,10
1170,Arabica,Nicaragua,6.92,6.92,7,7.42,10
1171,Arabica,Taiwan,7.42,7,10,10,0
1172,Arabica,Colombia,7.83,7.5,7.42,7.42,10
1173,Arabica,Mexico,7.25,7.08,6.92,7.25,10
1174,Arabica,Mexico,7.25,7.33,7,7.25,10
1175,Arabica,Guatemala,7.08,7.33,7.25,7.58,9.33
1176,Arabica,Guatemala,7.25,7.33,6.83,7,10
1177,Arabica,Mexico,7,6.83,6.83,7.42,10
1178,Arabica,Cote d?Ivoire,7.42,7.25,6.83,7,10
1179,Arabica,Colombia,7.42,7.25,6.75,7.25,10
1180,Arabica,Mexico,7,7,6.83,7.33,10
1181,Arabica,Mexico,7.42,7.17,7.08,7.17,10
1182,Arabica,Guatemala,7.17,6.5,6.33,7.25,10
1183,Arabica,Taiwan,7.08,6.83,6.83,7.25,10
1184,Arabica,Mexico,7,7,6.92,7.17,10
1185,Arabica,Guatemala,7.33,7.42,7.33,7.42,9.33
1186,Arabica,Honduras,7.58,7,6.75,6.92,10
1187,Arabica,Guatemala,7.08,7,6.92,7.42,10
1188,Arabica,Guatemala,7.25,7.17,6.75,7.25,10
1189,Arabica,Costa Rica,7.17,7.42,7.5,8,6.67
1190,Arabica,Mexico,7.25,7.08,6.92,7.08,10
1191,Arabica,Mexico,7.17,6.92,6.92,7.08,10
1192,Arabica,Mexico,6.75,6.75,6.83,7.25,10
1193,Arabica,Guatemala,7.58,7.67,7.42,7.42,8.67
1194,Arabica,United States (Puerto Rico),7.42,7.08,6.75,7.33,10
1195,Arabica,Mexico,7.33,7,6.92,7.25,10
1196,Arabica,Mexico,7.25,7.08,6.75,7.33,10
1197,Arabica,Mexico,7.17,7.25,7.25,7.17,10
1198,Arabica,,6.75,6.75,6.42,6.83,10
1199,Arabica,Guatemala,7.33,7.17,6.58,7.42,10
1200,Arabica,Honduras,7,7,7,7,10
1201,Arabica,Peru,7.67,7.17,7.08,7.25,9.33
1202,Arabica,Mexico,6.75,7.08,6.67,7.25,10
1203,Arabica,Mexico,7.5,7.17,6.92,7.5,10
1204,Arabica,Mexico,7.17,6.83,6.83,7.25,10
1205,Arabica,Mexico,7.33,7,6.75,7.08,10
1206,Arabica,Mexico,7.5,7,6.92,7.08,10
1207,Arabica,Nicaragua,7.17,7,6.92,7,10
1208,Arabica,United States (Hawaii),7.5,6.92,6.92,7.25,9.33
1209,Arabica,Guatemala,7.33,7.08,6.33,7.25,10
1210,Arabica,Mexico,7.25,6.83,6.83,7,10
1211,Arabica,Mexico,7.25,7.33,7.17,7.25,10
1212,Arabica,Mexico,7.67,7.17,6.83,7.33,8.67
1213,Arabica,China,7,6.92,6.83,7.17,9.33
1214,Arabica,Mexico,6.92,6.92,6.67,7.25,10
1215,Arabica,Nicaragua,7.08,7,6.75,6.83,10
1216,Arabica,Nicaragua,6.83,7.08,6.92,6.75,10
1217,Arabica,Guatemala,7.33,7.17,6.92,7.58,10
1218,Arabica,Taiwan,7.17,7.25,7,6.92,78.58
1219,Arabica,Mexico,7,7,6.75,7.33,10
1220,Arabica,Mexico,7.92,7.58,7.58,7.92,10
1221,Arabica,United States (Hawaii),7.92,6.83,7.08,7.42,10
1222,Arabica,Mexico,7.25,6.75,6.92,6.92,10
1223,Arabica,Mexico,7.08,6.83,6.83,7,10
1224,Arabica,Mexico,7.25,7.17,7,6.83,10
1225,Arabica,Brazil,6.83,7,6.92,7.08,10
1226,Arabica,Mexico,7.58,7.17,7,7.17,10
1227,Arabica,United States (Hawaii),7.5,7.75,7.58,7.83,8.67
1228,Arabica,Guatemala,7.17,6.5,6.67,7,10
1229,Arabica,Guatemala,7.17,7.17,6.5,7.17,10
1230,Arabica,Mexico,7.25,7.25,7,7.5,10
1231,Arabica,Guatemala,7.17,6.08,6.17,7.25,10
1232,Arabica,United States (Hawaii),7.5,7.5,7.33,7.58,8.67
1233,Arabica,United States (Hawaii),7.42,7.33,7.33,7.5,9.33
1234,Arabica,Indonesia,6.92,6.83,6.92,6.92,10
1235,Arabica,Mexico,7.08,6.83,6.67,7.25,10
1236,Arabica,Taiwan,7.5,7.08,7.33,7.17,10
1237,Arabica,Honduras,6.83,7,6.67,7,10
1238,Arabica,United States (Hawaii),7.58,7.33,7.5,7.42,9.33
1239,Arabica,Guatemala,7.42,7.25,6.83,7.33,9.33
1240,Arabica,China,7.33,7.17,6.92,7.08,9.33
1241,Arabica,Guatemala,7,6.83,6.83,7.17,10
1242,Arabica,Mexico,7.25,7.33,7,7,8
1243,Arabica,Colombia,7.42,7.17,7,7.17,9.33
1244,Arabica,Costa Rica,7.5,7.25,7.42,7,10
1245,Arabica,Mexico,7.42,7.25,7,7,10
1246,Arabica,Guatemala,7.17,6.17,6.17,7.08,10
1247,Arabica,Nicaragua,7.42,7,7,7.17,10
1248,Arabica,Brazil,7,6.75,6.67,6.83,10
1249,Arabica,Guatemala,7,6.83,6.67,7.17,10
1250,Arabica,Taiwan,7.17,6.75,6.58,7.33,10
1251,Arabica,United States (Hawaii),7.58,7.67,7.58,7.67,6
1252,Arabica,Mexico,7.17,6.75,6.58,6.75,10
1253,Arabica,Guatemala,7.08,6.92,6.33,7,10
1254,Arabica,Brazil,7.5,7.33,7.42,7.58,10
1255,Arabica,Guatemala,7.33,7,6.83,7.17,9.33
1256,Arabica,Mexico,7.33,7,6.67,7,10
1257,Arabica,Haiti,6.83,6.83,6.83,6.75,10
1258,Arabica,United States (Hawaii),7.08,6.92,6.83,6.67,10
1259,Arabica,Mexico,7.08,7,7,7.25,10
1260,Arabica,Peru,7.42,7.75,7.42,7.67,9.33
1261,Arabica,India,7.67,7.33,7.17,6.67,6.67
1262,Arabica,Mexico,6.67,6.33,6.42,6.83,10
1263,Arabica,Guatemala,6.42,6.5,6.5,7.33,10
1264,Arabica,Mexico,7.17,6.58,6.58,7,10
1265,Arabica,Guatemala,7.5,7,6.83,7.5,8.67
1266,Arabica,Guatemala,6.17,6.5,6.5,7.17,10
1267,Arabica,United States (Hawaii),7.25,7.08,6.83,7.17,9.33
1268,Arabica,United States (Hawaii),7.5,7.33,7.33,7.58,8
1269,Arabica,Mexico,7.42,7,6.83,7.08,10
1270,Arabica,Indonesia,7.33,7,6.5,6.08,9.33
1271,Arabica,Mexico,7.08,6.83,6.83,7.17,10
1272,Arabica,Honduras,6.83,6.83,6.67,6.83,10
1273,Arabica,Philippines,6.83,6.5,6.5,6.92,9.33
1274,Arabica,Brazil,7.17,7,6.83,7.5,10
1275,Arabica,Guatemala,7.92,7.58,7.17,7.58,8
1276,Arabica,Guatemala,6.67,6.5,6.33,7,10
1277,Arabica,Mexico,7.5,7.25,6.92,7,10
1278,Arabica,Mexico,7.17,6.92,6.67,6.83,10
1279,Arabica,Mexico,7.25,6.83,6.67,7.08,10
1280,Arabica,Mexico,7.17,7.17,6.83,7.17,10
1281,Arabica,Mexico,7,6.92,6.75,6.92,10
1282,Arabica,Mexico,7.08,6.75,6.58,7,10
1283,Arabica,Mexico,7.33,6.75,6.67,7.25,10
1284,Arabica,Guatemala,6.75,6.5,6.17,7,10
1285,Arabica,Guatemala,6.75,6.67,6.17,7.17,10
1286,Arabica,Mexico,7.08,7,6.83,7.5,10
1287,Arabica,United States (Hawaii),7.5,7.25,7,7.25,6.67
1288,Arabica,Guatemala,6.5,6.33,6.5,7.5,8.67
1289,Arabica,Mexico,7,6.58,6.67,6.83,10
1290,Arabica,Mexico,6.92,6.42,6.17,7.33,10
1291,Arabica,Mexico,7.67,7,7.17,7.58,10
1292,Arabica,United States (Hawaii),7.17,7.17,7.17,7.58,6.67
1293,Arabica,Brazil,7.25,6.58,6.58,7,10
1294,Arabica,Honduras,7,7.17,6.83,7.17,8
1295,Arabica,Mexico,7.08,7.08,6.92,7.08,8
1296,Arabica,Colombia,8,7.33,7.75,7.33,6.67
1297,Arabica,United States (Hawaii),6.92,6.92,6.92,7.5,9.33
1298,Arabica,Haiti,6.92,6.75,7.08,7.17,8.67
1299,Arabica,Costa Rica,6.33,6.5,6.33,6.83,10
1300,Arabica,Mexico,6.92,6.92,6.92,6.92,10
1301,Arabica,Mexico,6.5,6.67,6.42,7.17,10
1302,Arabica,Mexico,6.92,7,6.83,6.92,10
1303,Arabica,Brazil,7,7,6.83,7,10
1304,Arabica,Honduras,6.67,6.5,6.17,6.67,8
1305,Arabica,Honduras,7,6.17,6.17,6.67,8
1306,Arabica,Honduras,7,6.33,6.17,6.5,8
1307,Arabica,Mexico,7.08,6.83,6.25,7.42,10
1308,Arabica,Haiti,6.75,6.58,6.42,6.67,6
1309,Arabica,Nicaragua,7.25,6.58,6.33,6.25,6
1310,Arabica,Guatemala,7.5,6.67,6.67,7.67,1.33
1312,Arabica,Honduras,0,0,0,0,0
,Species,Country.of.Origin,Aroma,Flavor,Aftertaste,Acidity,Sweetness
1,Robusta,Uganda,7.83,8.08,7.75,7.92,8
2,Robusta,India,8,7.75,7.92,8,8
3,Robusta,India,7.92,7.83,7.92,8,7.83
4,Robusta,Uganda,8,7.92,7.92,7.75,7.75
5,Robusta,Uganda,8.33,7.83,7.83,7.75,7.58
6,Robusta,India,8,7.92,7.67,8,7.75
7,Robusta,India,7.67,7.75,7.83,7.83,8
8,Robusta,India,7.67,7.75,7.83,7.67,7.92
9,Robusta,India,7.67,7.75,7.58,7.83,7.92
10,Robusta,Uganda,7.67,7.83,7.83,7.83,7.75
11,Robusta,Uganda,7.58,7.92,7.75,7.83,7.67
12,Robusta,India,7.67,7.83,7.75,7.5,7.75
13,Robusta,India,7.58,7.58,7.67,7.58,7.5
14,Robusta,Uganda,8,7.75,7.75,7.58,7.58
15,Robusta,Uganda,8,7.67,7.75,7.5,7.58
16,Robusta,India,7.75,7.75,7.67,7.67,7.58
17,Robusta,India,7.5,7.5,7.25,7.83,7.83
18,Robusta,Uganda,7.33,7.58,7.5,7.75,7.75
19,Robusta,Uganda,7.83,7.58,7.33,7.67,7.75
20,Robusta,Uganda,7.75,7.42,7.33,7.58,7.67
21,Robusta,India,7.67,7.67,7.5,7.33,7.42
22,Robusta,India,7.58,7.42,7.42,7.83,7.42
23,Robusta,United States,7.92,7.5,7.42,7.42,7.58
24,Robusta,Ecuador,7.75,7.58,7.33,7.58,7.75
25,Robusta,Ecuador,7.5,7.67,7.75,7.75,8.42
26,Robusta,United States,7.33,7.33,7.17,7.42,7.42
27,Robusta,India,7.42,6.83,6.75,7.17,7.08
28,Robusta,Vietnam,6.75,6.67,6.5,6.83,6.67
